numitems,bitsperitem,instance_id,objective,use_lower_bound,diff,runtime
10,16,0,maximize-smallest-sum,False,821.0,0.014672499999999977
10,16,0,maximize-smallest-sum,True,10.0,0.0036643000000000647
10,16,0,minimize-largest-sum,False,103.0,0.02103670000000002
10,16,0,minimize-largest-sum,True,47.0,0.002090700000000001
10,16,1,maximize-smallest-sum,False,1516.0,0.013711299999999982
10,16,1,maximize-smallest-sum,True,349.0,0.005954400000000026
10,16,1,minimize-largest-sum,False,24.0,0.020601599999999998
10,16,1,minimize-largest-sum,True,569.0,0.00530940000000002
10,16,2,maximize-smallest-sum,False,135.0,0.02307900000000007
10,16,2,maximize-smallest-sum,True,198.0,0.003207599999999977
10,16,2,minimize-largest-sum,False,201.0,0.01798949999999999
10,16,2,minimize-largest-sum,True,899.0,0.0014825000000000532
10,16,3,maximize-smallest-sum,False,17.0,0.013745000000000007
10,16,3,maximize-smallest-sum,True,289.0,0.0044808000000000625
10,16,3,minimize-largest-sum,False,114.0,0.013877299999999981
10,16,3,minimize-largest-sum,True,213.0,0.0022579999999999822
10,16,4,maximize-smallest-sum,False,54.0,0.013848399999999983
10,16,4,maximize-smallest-sum,True,391.0,0.0012585000000000512
10,16,4,minimize-largest-sum,False,164.0,0.01786679999999996
10,16,4,minimize-largest-sum,True,139.0,0.00328700000000004
10,16,5,maximize-smallest-sum,False,36.0,0.019543499999999936
10,16,5,maximize-smallest-sum,True,876.0,0.0016776999999998932
10,16,5,minimize-largest-sum,False,91.0,0.01733079999999987
10,16,5,minimize-largest-sum,True,4.0,0.0012858000000000036
10,16,6,maximize-smallest-sum,False,107.0,0.014260699999999904
10,16,6,maximize-smallest-sum,True,20.0,0.0022931999999999952
10,16,6,minimize-largest-sum,False,290.0,0.011787800000000015
10,16,6,minimize-largest-sum,True,904.0,0.0014070999999999945
10,16,7,maximize-smallest-sum,False,251.0,0.018137999999999987
10,16,7,maximize-smallest-sum,True,151.0,0.006677799999999845
10,16,7,minimize-largest-sum,False,396.0,0.012675699999999956
10,16,7,minimize-largest-sum,True,1117.0,0.0011912999999998952
10,16,8,maximize-smallest-sum,False,195.0,0.013627500000000126
10,16,8,maximize-smallest-sum,True,132.0,0.003796399999999922
10,16,8,minimize-largest-sum,False,85.0,0.019377199999999872
10,16,8,minimize-largest-sum,True,136.0,0.003081400000000123
10,16,9,maximize-smallest-sum,False,1131.0,0.019966800000000173
10,16,9,maximize-smallest-sum,True,253.0,0.005662199999999951
10,16,9,minimize-largest-sum,False,36.0,0.02301860000000011
10,16,9,minimize-largest-sum,True,181.0,0.007827200000000145
10,32,0,maximize-smallest-sum,False,1081241.0,0.025501400000000007
10,32,0,maximize-smallest-sum,True,94050948.0,0.00958710000000007
